store_id,date,amount,discount,region,quarter
101,2024-01-27,894.1,0.09,TX,2024Q1
101,2024-01-28,1829.81,0.12,TX,2024Q1
101,2024-01-29,2235.69,0.05,TX,2024Q1
101,2024-01-30,1776.03,0.08,TX,2024Q1
101,2024-02-01,1900.07,0.06,TX,2024Q1
101,2024-02-02,1278.64,0.08,TX,2024Q1
101,2024-02-03,344.73,0.05,TX,2024Q1
101,2024-02-04,1363.18,0.11,TX,2024Q1
101,2024-02-06,2045.58,0.12,TX,2024Q1
101,2024-02-07,992.14,0.1,TX,2024Q1
101,2024-02-08,1427.32,0.1,TX,2024Q1
101,2024-02-09,474.5,0.11,TX,2024Q1
101,2024-02-10,0.0,0.13,TX,2024Q1
101,2024-02-11,1564.3,0.04,TX,2024Q1
101,2024-02-13,1120.03,0.09,TX,2024Q1
101,2024-02-14,1035.42,0.09,TX,2024Q1
101,2024-02-15,1712.89,0.13,TX,2024Q1
101,2024-02-16,1191.66,0.03,TX,2024Q1
101,2024-02-17,1120.11,0.04,TX,2024Q1
101,2024-02-18,1256.4,0.0,TX,2024Q1
101,2024-02-19,1279.7,0.06,TX,2024Q1
101,2024-02-21,2584.57,0.09,TX,2024Q1
101,2024-02-22,1622.27,0.11,TX,2024Q1
101,2024-02-23,2827.43,0.08,TX,2024Q1
101,2024-02-25,2839.92,0.04,TX,2024Q1
101,2024-02-26,1438.8,0.04,TX,2024Q1
101,2024-02-27,1808.02,0.03,TX,2024Q1
101,2024-02-28,1319.8,0.09,TX,2024Q1
101,2024-02-29,2039.05,0.04,TX,2024Q1
101,2024-03-01,1991.62,0.08,TX,2024Q1
101,2024-03-02,1332.24,0.03,TX,2024Q1
101,2024-03-03,1171.81,0.05,TX,2024Q1
101,2024-03-04,787.11,0.07,TX,2024Q1
101,2024-03-05,1252.51,0.05,TX,2024Q1
101,2024-03-06,2180.14,0.05,TX,2024Q1
101,2024-03-07,1776.74,0.08,TX,2024Q1
101,2024-03-09,2277.65,0.06,TX,2024Q1
101,2024-03-10,2155.26,0.05,TX,2024Q1
101,2024-03-11,2663.77,0.11,TX,2024Q1
101,2024-03-12,1716.59,0.02,TX,2024Q1
101,2024-03-14,1844.61,0.06,TX,2024Q1
101,2024-03-15,1254.12,0.09,TX,2024Q1
101,2024-03-16,56.57,0.09,TX,2024Q1
101,2024-03-17,1865.9,0.01,TX,2024Q1
101,2024-03-19,1842.69,0.09,TX,2024Q1
101,2024-03-21,2116.14,0.09,TX,2024Q1
101,2024-03-23,2582.9,0.07,TX,2024Q1
101,2024-03-24,2172.51,0.05,TX,2024Q1
101,2024-03-25,2154.69,0.06,TX,2024Q1
101,2024-03-26,1547.74,0.09,TX,2024Q1
101,2024-03-28,1087.93,0.04,TX,2024Q1
101,2024-03-29,1958.69,0.04,TX,2024Q1
101,2024-03-31,1785.42,0.05,TX,2024Q1
101,2024-04-01,1044.62,0.04,TX,2024Q2
101,2024-04-02,2339.82,0.08,TX,2024Q2
101,2024-04-04,1391.89,0.11,TX,2024Q2
101,2024-04-05,1482.02,0.06,TX,2024Q2
101,2024-04-07,1633.97,0.03,TX,2024Q2
101,2024-04-08,826.45,0.06,TX,2024Q2
101,2024-04-09,1605.1,0.04,TX,2024Q2
101,2024-04-10,1768.19,0.09,TX,2024Q2
101,2024-04-11,1189.35,0.08,TX,2024Q2
101,2024-04-12,1528.91,0.04,TX,2024Q2
101,2024-04-13,2235.28,0.06,TX,2024Q2
101,2024-04-14,1457.19,0.1,TX,2024Q2
101,2024-04-15,1036.96,0.06,TX,2024Q2
101,2024-04-16,2834.43,0.12,TX,2024Q2
101,2024-04-18,1761.05,0.06,TX,2024Q2
101,2024-04-19,1558.98,0.01,TX,2024Q2
101,2024-04-21,867.7,0.08,TX,2024Q2
101,2024-04-23,1242.5,0.08,TX,2024Q2
101,2024-04-24,1656.49,0.07,TX,2024Q2
101,2024-04-25,1367.75,0.04,TX,2024Q2
101,2024-04-26,300.67,0.07,TX,2024Q2
101,2024-04-27,2318.38,0.06,TX,2024Q2
101,2024-04-28,1744.77,0.08,TX,2024Q2
101,2024-04-29,458.97,0.04,TX,2024Q2
101,2024-05-01,520.79,0.04,TX,2024Q2
101,2024-05-03,974.32,0.04,TX,2024Q2
101,2024-05-04,1122.91,0.06,TX,2024Q2
101,2024-05-05,1604.79,0.04,TX,2024Q2
101,2024-05-07,1385.86,0.03,TX,2024Q2
101,2024-05-08,1846.92,0.09,TX,2024Q2
101,2024-05-09,396.73,0.05,TX,2024Q2
101,2024-05-10,1593.99,0.06,TX,2024Q2
101,2024-05-12,842.27,0.07,TX,2024Q2
101,2024-05-14,1938.21,0.07,TX,2024Q2
101,2024-05-15,1405.78,0.13,TX,2024Q2
101,2024-05-16,1003.99,0.09,TX,2024Q2
101,2024-05-17,1148.15,0.05,TX,2024Q2
101,2024-05-19,1300.59,0.1,TX,2024Q2
101,2024-05-21,1260.01,0.04,TX,2024Q2
101,2024-05-22,770.04,0.1,TX,2024Q2
101,2024-05-24,701.58,0.0,TX,2024Q2
101,2024-05-25,2138.51,0.06,TX,2024Q2
101,2024-05-26,2155.26,0.03,TX,2024Q2
101,2024-05-27,732.5,0.05,TX,2024Q2
101,2024-05-28,364.34,0.08,TX,2024Q2
101,2024-05-29,814.58,0.04,TX,2024Q2
101,2024-05-30,1502.38,0.09,TX,2024Q2
101,2024-05-31,981.95,0.11,TX,2024Q2
101,2024-06-01,1376.83,0.1,TX,2024Q2
101,2024-06-02,1463.93,0.03,TX,2024Q2
101,2024-06-03,2026.91,0.05,TX,2024Q2
101,2024-06-04,1540.06,0.05,TX,2024Q2
101,2024-06-05,1157.81,0.03,TX,2024Q2
101,2024-06-07,2772.61,0.06,TX,2024Q2
101,2024-06-08,1397.55,0.0,TX,2024Q2
101,2024-06-09,1582.4,0.11,TX,2024Q2
101,2024-06-10,1088.37,0.05,TX,2024Q2
101,2024-06-12,2288.33,0.09,TX,2024Q2
101,2024-06-14,1751.14,0.08,TX,2024Q2
101,2024-06-15,758.78,0.12,TX,2024Q2
101,2024-06-17,1953.4,0.06,TX,2024Q2
101,2024-06-19,1394.37,0.08,TX,2024Q2
101,2024-06-21,2699.54,0.1,TX,2024Q2
101,2024-06-22,800.09,0.12,TX,2024Q2
101,2024-06-23,2085.62,0.11,TX,2024Q2
101,2024-06-24,1597.55,0.13,TX,2024Q2
101,2024-06-25,312.48,0.06,TX,2024Q2
101,2024-06-26,2324.58,0.05,TX,2024Q2
101,2024-06-27,1676.12,0.08,TX,2024Q2
101,2024-06-28,1889.57,0.06,TX,2024Q2
101,2024-06-29,1747.79,0.06,TX,2024Q2
101,2024-07-01,1099.49,0.09,TX,2024Q3
101,2024-07-02,1390.02,0.07,TX,2024Q3
101,2024-07-04,1680.27,0.09,TX,2024Q3
101,2024-07-05,2210.51,0.1,TX,2024Q3
101,2024-07-06,292.43,0.07,TX,2024Q3
101,2024-07-07,1580.5,0.08,TX,2024Q3
101,2024-07-08,2544.16,0.05,TX,2024Q3
101,2024-07-09,2344.34,0.03,TX,2024Q3
101,2024-07-10,2620.43,0.1,TX,2024Q3
101,2024-07-11,183.37,0.12,TX,2024Q3
101,2024-07-12,589.94,0.03,TX,2024Q3
101,2024-07-14,1941.2,0.07,TX,2024Q3
101,2024-07-15,1309.64,0.01,TX,2024Q3
101,2024-07-16,869.27,0.0,TX,2024Q3
101,2024-07-18,2095.2,0.06,TX,2024Q3
101,2024-07-19,1027.92,0.05,TX,2024Q3
101,2024-07-20,868.95,0.0,TX,2024Q3
101,2024-07-21,2217.32,0.02,TX,2024Q3
101,2024-07-22,850.8,0.12,TX,2024Q3
101,2024-07-23,1088.85,0.11,TX,2024Q3
101,2024-07-24,2100.08,0.06,TX,2024Q3
101,2024-07-25,1052.43,0.05,TX,2024Q3
101,2024-07-26,2429.5,0.09,TX,2024Q3
101,2024-07-27,1270.07,0.09,TX,2024Q3
101,2024-07-29,1950.15,0.04,TX,2024Q3
101,2024-07-30,1403.75,0.15,TX,2024Q3
101,2024-07-31,1935.04,0.11,TX,2024Q3
101,2024-08-02,1764.31,0.04,TX,2024Q3
101,2024-08-03,1954.91,0.03,TX,2024Q3
101,2024-08-04,2234.37,0.06,TX,2024Q3
101,2024-08-05,1251.11,0.09,TX,2024Q3
101,2024-08-06,2484.24,0.03,TX,2024Q3
101,2024-08-07,2118.18,0.09,TX,2024Q3
101,2024-08-08,1461.86,0.03,TX,2024Q3
101,2024-08-10,1183.2,0.1,TX,2024Q3
101,2024-08-11,396.36,0.0,TX,2024Q3
101,2024-08-12,1431.4,0.1,TX,2024Q3
101,2024-08-13,1518.89,0.09,TX,2024Q3
101,2024-08-15,2696.21,0.04,TX,2024Q3
101,2024-08-16,1242.8,0.07,TX,2024Q3
101,2024-08-17,1584.77,0.07,TX,2024Q3
101,2024-08-18,912.04,0.01,TX,2024Q3
101,2024-08-20,1395.2,0.07,TX,2024Q3
101,2024-08-22,1270.87,0.12,TX,2024Q3
101,2024-08-24,1902.49,0.15,TX,2024Q3
101,2024-08-25,1168.09,0.06,TX,2024Q3
101,2024-08-27,2477.58,0.07,TX,2024Q3
101,2024-08-28,1296.09,0.04,TX,2024Q3
101,2024-08-29,2046.52,0.06,TX,2024Q3
101,2024-08-30,1745.66,0.06,TX,2024Q3
101,2024-09-01,1411.74,0.01,TX,2024Q3
101,2024-09-02,1791.7,0.06,TX,2024Q3
101,2024-09-03,968.21,0.09,TX,2024Q3
101,2024-09-04,737.43,0.06,TX,2024Q3
101,2024-09-06,1097.41,0.1,TX,2024Q3
101,2024-09-07,1610.28,0.06,TX,2024Q3
101,2024-09-09,1662.04,0.06,TX,2024Q3
101,2024-09-11,2123.16,0.07,TX,2024Q3
101,2024-09-12,1565.17,0.06,TX,2024Q3
101,2024-09-13,938.13,0.03,TX,2024Q3
101,2024-09-14,1691.5,0.08,TX,2024Q3
101,2024-09-16,936.02,0.08,TX,2024Q3
101,2024-09-18,2016.72,0.09,TX,2024Q3
102,2024-01-01,1710.84,0.06,CA,2024Q1
102,2024-01-03,1578.38,0.06,CA,2024Q1
102,2024-01-04,1030.44,0.09,CA,2024Q1
102,2024-01-05,1365.62,0.06,CA,2024Q1
102,2024-01-06,1308.31,0.09,CA,2024Q1
102,2024-01-07,294.16,0.07,CA,2024Q1
102,2024-01-08,1956.3,0.02,CA,2024Q1
102,2024-01-09,0.0,0.07,CA,2024Q1
102,2024-01-11,490.96,0.06,CA,2024Q1
102,2024-01-13,2156.47,0.05,CA,2024Q1
102,2024-01-14,1467.13,0.04,CA,2024Q1
102,2024-01-16,1144.69,0.13,CA,2024Q1
102,2024-01-18,547.78,0.07,CA,2024Q1
102,2024-01-20,1257.54,0.05,CA,2024Q1
102,2024-01-22,461.84,0.11,CA,2024Q1
102,2024-01-23,1699.8,0.06,CA,2024Q1
102,2024-01-24,2270.42,0.0,CA,2024Q1
102,2024-01-25,1589.95,0.07,CA,2024Q1
102,2024-01-27,1715.84,0.06,CA,2024Q1
102,2024-01-29,2042.7,0.04,CA,2024Q1
102,2024-01-30,1533.95,0.04,CA,2024Q1
102,2024-01-31,1353.13,0.08,CA,2024Q1
102,2024-02-01,1161.48,0.03,CA,2024Q1
102,2024-02-02,1880.74,0.07,CA,2024Q1
102,2024-02-03,1178.67,0.05,CA,2024Q1
102,2024-02-05,1735.76,0.08,CA,2024Q1
102,2024-02-06,2526.62,0.09,CA,2024Q1
102,2024-02-08,1515.94,0.06,CA,2024Q1
102,2024-02-09,1173.92,0.06,CA,2024Q1
102,2024-02-10,1587.73,0.1,CA,2024Q1
102,2024-02-11,1437.02,0.09,CA,2024Q1
102,2024-02-13,1863.61,0.06,CA,2024Q1
102,2024-02-15,2911.06,0.05,CA,2024Q1
102,2024-02-16,1801.12,0.05,CA,2024Q1
102,2024-02-17,1552.21,0.04,CA,2024Q1
102,2024-02-18,3157.52,0.02,CA,2024Q1
102,2024-02-19,1717.06,0.08,CA,2024Q1
102,2024-02-20,701.98,0.12,CA,2024Q1
102,2024-02-21,1239.68,0.12,CA,2024Q1
102,2024-02-22,2098.36,0.05,CA,2024Q1
102,2024-02-23,1307.94,0.0,CA,2024Q1
102,2024-02-24,1014.8,0.13,CA,2024Q1
102,2024-02-25,1847.61,0.11,CA,2024Q1
102,2024-02-26,1544.82,0.1,CA,2024Q1
102,2024-02-27,3353.93,0.08,CA,2024Q1
102,2024-02-29,1545.53,0.09,CA,2024Q1
102,2024-03-02,1269.68,0.08,CA,2024Q1
102,2024-03-03,1609.93,0.05,CA,2024Q1
102,2024-03-04,138.3,0.06,CA,2024Q1
102,2024-03-05,1808.55,0.11,CA,2024Q1
102,2024-03-06,1842.25,0.06,CA,2024Q1
102,2024-03-08,1426.34,0.06,CA,2024Q1
102,2024-03-09,2079.93,0.05,CA,2024Q1
102,2024-03-10,1383.65,0.04,CA,2024Q1
102,2024-03-11,911.2,0.03,CA,2024Q1
102,2024-03-12,938.53,0.08,CA,2024Q1
102,2024-03-14,565.16,0.16,CA,2024Q1
102,2024-03-15,1844.92,0.05,CA,2024Q1
102,2024-03-16,1918.55,0.04,CA,2024Q1
102,2024-03-17,1599.9,0.04,CA,2024Q1
102,2024-03-19,189.3,0.08,CA,2024Q1
102,2024-03-20,1517.66,0.04,CA,2024Q1
102,2024-03-21,1435.82,0.13,CA,2024Q1
102,2024-03-22,2417.69,0.1,CA,2024Q1
102,2024-03-24,1396.99,0.08,CA,2024Q1
102,2024-03-25,923.47,0.09,CA,2024Q1
102,2024-03-26,1677.14,0.06,CA,2024Q1
102,2024-03-28,2013.46,0.03,CA,2024Q1
102,2024-03-29,1459.37,0.11,CA,2024Q1
102,2024-03-30,1576.31,0.07,CA,2024Q1
102,2024-03-31,2161.93,0.11,CA,2024Q1
102,2024-04-01,473.8,0.05,CA,2024Q2
102,2024-04-02,1531.93,0.05,CA,2024Q2
102,2024-04-04,1993.27,0.04,CA,2024Q2
102,2024-04-05,750.11,0.06,CA,2024Q2
102,2024-04-06,1662.73,0.1,CA,2024Q2
102,2024-04-07,1110.41,0.06,CA,2024Q2
102,2024-04-09,1486.39,0.07,CA,2024Q2
102,2024-04-10,1434.59,0.07,CA,2024Q2
102,2024-04-11,2329.58,0.13,CA,2024Q2
102,2024-04-12,1688.18,0.09,CA,2024Q2
102,2024-04-13,2058.22,0.03,CA,2024Q2
102,2024-04-15,357.2,0.11,CA,2024Q2
102,2024-04-16,1743.48,0.15,CA,2024Q2
102,2024-04-17,626.05,0.13,CA,2024Q2
102,2024-04-18,1648.41,0.0,CA,2024Q2
102,2024-04-19,3256.36,0.04,CA,2024Q2
102,2024-04-21,941.89,0.05,CA,2024Q2
102,2024-04-23,965.77,0.09,CA,2024Q2
102,2024-04-24,1818.89,0.04,CA,2024Q2
102,2024-04-26,165.86,0.05,CA,2024Q2
102,2024-04-27,1702.84,0.09,CA,2024Q2
102,2024-04-28,674.86,0.06,CA,2024Q2
102,2024-04-29,1728.63,0.08,CA,2024Q2
102,2024-04-30,1105.72,0.05,CA,2024Q2
102,2024-05-01,1338.82,0.12,CA,2024Q2
102,2024-05-02,684.02,0.11,CA,2024Q2
102,2024-05-03,1781.67,0.09,CA,2024Q2
102,2024-05-05,1009.56,0.08,CA,2024Q2
102,2024-05-06,1438.9,0.1,CA,2024Q2
102,2024-05-07,2088.92,0.08,CA,2024Q2
